ExternalID,SurveyNumber,QuestionID,Questions,QuestionType,Answer,Answer_normalized,sentiment,entities,topic_label,topic_id
32430502547732697,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يوجد بعض التاخير من المندوب في تسليم الشرائح كما يوجد صعوبه في التواصل هذى الملاحظه بخصخصوص فرع الصفاء رقم التاجر  خر رقمين ٧٢,يوجد بعض التاخير المندوب في تسليم الشرائح كما يوجد صعوبه في التواصل هذي الملاحظه بخصخصوص فرع الصفاء رقم التاجر خر رقمين ٧٢,negative,[],متنوع,-1
50383743425360150,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يوجد اتفاقية تركيب لوحة ولم استلم المبالغ,يوجد اتفاقيه تركيب لوحه ولم استلم المبالغ,neutral,[],"نقل, الرقم, ولم, الاتصال, ارجو, اطالب, نقل الملكيه, خدمه نقل, زياره, عرض",30
28440410924405915,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يفضل اظافة خاصية esim نظرا لكثرة السؤال عليها وشكرا,يفضل اظافه خاصيه نظرا لكثره السؤال عليها وشكرا,neutral,[],"خاصيه, ننتظر, عليها, عدم توفير, توفير شرائح, ملاحظه, عدم, مميز, حتي, وشكرا",60
53065367723418554,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يعطيه العافيه الموظف سريع بالانجاز شكراااا,يعطيه العافيه الموظف سريع بالانجاز شكراااا,positive,[],متنوع,-1
50333109973859891,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يعطيكم العافيه على سرعة الاستجابه,يعطيكم العافيه علي سرعه الاستجابه,positive,[],"علي سرعه, الاستجابه, سرعه الاستجابه, سرعه, تركي علي, نشكر, والمتابعه شكرا, الاستجابه والمتابعه, الاستجابه شكرا, والمتابعه",4
19755897620831819,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يعطيك الف الف عافيه,يعطيك الف الف عافيه,positive,[],"الف, الف الف, الف شكرا, يعطيك, شكرا الله, الله يعطيك, يعطيك العافيه, يجزاك, الله يجزاك, يجزاك خير",37
48852333289812141,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يعطيك العافيه الاخ تركي,يعطيك العافيه الاخ تركي,positive,[],"يعطيك العافيه, يعطيك, العافيه, الاخ تركي, الاخ, ناصر, الله يعطيك, تركي, الله, ",62
49204346235323202,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يعطيك العافيه,يعطيك العافيه,positive,[],"العافيه الله, العافيه, يعطيكم العافيه, يعطيكم, يعطيك العافيه, يعطيك, الله, , , ",73
20356979723716562,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يعطيك العافية يابو ناصر ,يعطيك العافيه يابو ناصر,positive,[],"يعطيك العافيه, يعطيك, العافيه, الاخ تركي, الاخ, ناصر, الله يعطيك, تركي, الله, ",62
52927157933182483,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يستاهل اعلى درجات التقييم الأستاذ تركي خير من يمثل شركة stc اسأل الله له التوفيق والسداد ,يستاهل اعلي درجات التقييم الاستاذ تركي خير يمثل شركه اسال الله له التوفيق والسداد,positive,[],"الاستاذ, اشكره, التوفيق, جدا التعامل, يستاهل اعلي, يمثل, وانجاز, قصر, التقييم, اعلي",24
58628333493793570,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,ياليت انتمكم تشوفوم حل البصمة اةوجھ ان بع,ياليت انتمكم تشوفوم حل البصمه اهوجھ ان بع,negative,[],"الاقامه, ماتنزل, للان, شهر, الموظف سيء, تعامل الموظف, منافذ, الشرائح, الفرع, متوفره",58
56714507466625945,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,ونعم الرجل ,ونعم الرجل,positive,[],متنوع,-1
48008130506838072,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,ونعم استاذ تركي ,ونعم استاذ تركي,positive,[],"استاذ, تركي شكرا, عبدالرحمن شكرا, شكرا عبدالرحمن, عبدالرحمن, شكرا, شكرا منصور, منصور شكرا, شكرا شكرا, شكرا للاخ",13
13383838505541255,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,ولا نزال بتعب مستمر مع المندوب ناصر الشمري بسبب الشرايح والعذر عدم وجود شرايح في المستودعات ,ولا نزال بتعب مستمر مع المندوب ناصر الشمري بسبب الشرايح والعذر عدم وجود شرايح في المستودعات,negative,[],"كويك بلس, بلس, كويك, تطبيق, الشرايح, عدم, مثل, وقت, كثير, التجار",1
15564874867034255,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,وفق الله الجميع ,وفق الله الجميع,positive,[],متنوع,-1
13034942760983746,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,وضع ميزات لشركائكم حسب الاهميه والتفعيل ,وضع ميزات لشركائكم حسب الاهميه والتفعيل,neutral,[],"تواصل الشركه, تطوير, عمل, حسب, السوق, قنوات وتوفير, كافيه, وضع, الاسعار, وتوفير",44
22478177669847479,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,ودنا بشورات ولبس STSوخصم للعميل في اول اشتراك لكي يشد العميل في Sts,ودنا بشورات ولبس وخصم للعميل في اول اشتراك لكي يشد العميل في,neutral,[],متنوع,-1
34580503313506430,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,والله خدمة طيبه,والله خدمه طيبه,positive,[],"خدمه, مميزه, خدمه مميزه, ممتازه, خدمه جدا, جدا ممتازه, سريعه, سيئه, خدمات, خدماتكم",8
15742371655550992,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,والله افضل مندوب مر علينا من يوم مافكيت المكتب ,والله افضل مندوب مر علينا يوم مافكيت المكتب,positive,[],"افضل, افضل مندوب, مندوب, وافضل مندوب, وافضل, افضل موظف, علينا, افضل شركه, افضل الشركات, وانجاز",7
2061902787314123,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نواجه نقصًا حادًا في تزويدنا بشرائح الاتصال، حيث لا يتناسب العدد المورّد مع حجم مبيعاتنا وتعدد فروعنا. هذا القصور يؤثر بشكل مباشر على عملياتنا التجارية ويعيق تلبية طلبات عملائنا. نطالب بزيادة الكميات المورّدة بشكل عاجل لضمان استمرارية العمل وعدم تعطل المبيعات.,نواجه نقصًا حادًا في تزويدنا بشرائح الاتصال، حيث لا يتناسب العدد المورّد مع حجم مبيعاتنا وتعدد فروعنا هذا القصور يؤثر بشكل مباشر علي عملياتنا التجاريه ويعيق تلبيه طلبات عملائنا نطالب بزياده الكميات المورّده بشكل عاجل لضمان استمراريه العمل وعدم تعطل المبيعات,negative,[],"تم, وعدم, ولا, قنوات, بشكل, بسبب, الاتصالات, الشركات, ان, وهذا",3
46948458479015314,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نواجه بعض الصعوبات الرجاء العمل على حلها في أسرع وقت ممكن ,نواجه بعض الصعوبات الرجاء العمل علي حلها في اسرع وقت ممكن,neutral,[],"كويك بلس, بلس, كويك, تطبيق, الشرايح, عدم, مثل, وقت, كثير, التجار",1
36302515904204777,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نمبر ون,نمبر ون,neutral,[],"خدمه, مميزه, خدمه مميزه, ممتازه, خدمه جدا, جدا ممتازه, سريعه, سيئه, خدمات, خدماتكم",8
14160814135564855,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نفس المشكله في كل مره عدد الشرايح قليل جدا ,نفس المشكله في كل مره عدد الشرايح قليل جدا,negative,[],متنوع,-1
12395673358287744,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نعيش مع شركة قنوات معاناة كبيره بسبب شح في المخزون من الشرائح مما جعل التجار يقدمون عليها باقي الشركات في التسويق للعملاء وهذا بلا شك يؤثر سلباً على اداء الشركة,نعيش مع شركه قنوات معاناه كبيره بسبب شح في المخزون الشرائح مما جعل التجار يقدمون عليها باقي الشركات في التسويق للعملاء وهذا بلا شك يؤثر سلباً علي اداء الشركه,negative,[],"تم, وعدم, ولا, قنوات, بشكل, بسبب, الاتصالات, الشركات, ان, وهذا",3
27377878104667014,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نعم يوجد لدي مشاكل,نعم يوجد لدي مشاكل,negative,[],"لدي مشاكل, يوجد لدي, ملاحظه, اي, لدي, مشاكل, لايوجد, يوجد, , ",64
10778654627001017,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نعاني نحن التجار من عدم توفير المخزون الكافي من شرايح الخخام وكذلك عدم اصلاح الاخطاء الفنية في تطبيق كويك بلس,نعاني نحن التجار عدم توفير المخزون الكافي شرايح الخخام وكذلك عدم اصلاح الاخطاء الفنيه في تطبيق كويك بلس,negative,[],"كويك بلس, بلس, كويك, تطبيق, الشرايح, عدم, مثل, وقت, كثير, التجار",1
21204603676514220,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نعاني نحن التجار من شح مخزون الشرائح الى دجة اننا نجلس بالايام بدون شرايح وكذلك كثرة الاعطال في تطبيق كويك بلس,نعاني نحن التجار شح مخزون الشرائح الي دجه اننا نجلس بالايام بدون شرايح وكذلك كثره الاعطال في تطبيق كويك بلس,negative,[],"كويك بلس, بلس, كويك, تطبيق, الشرايح, عدم, مثل, وقت, كثير, التجار",1
16308803299267764,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نعاني من عدم توفر الشرايح بشكميات كافيه واحياناً يتعطل العمل بسبب عدم وجودها,نعاني عدم توفر الشرايح بشكميات كافيه واحياناً يتعطل العمل بسبب عدم وجودها,negative,[],"كويك بلس, بلس, كويك, تطبيق, الشرايح, عدم, مثل, وقت, كثير, التجار",1
51610575677121440,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نظام توزيع الشرايح سيء جدا اغلب الوقت منقطعه علينا بحجة المستودع فاضي ,نظام توزيع الشرايح سيء جدا اغلب الوقت منقطعه علينا بحجه المستودع فاضي,negative,[],"كويك بلس, بلس, كويك, تطبيق, الشرايح, عدم, مثل, وقت, كثير, التجار",1
59061218899209707,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نطلب زيادة عدد الشرائح بكميات كبيرة ,نطلب زياده عدد الشرائح بكميات كبيره,neutral,[],متنوع,-1
30266249798947497,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نضام التفعيل.  كثير المشاكل  كثره التوقف في النظام عند التفعيل,نضام التفعيل كثير المشاكل كثره التوقف في النظام عند التفعيل,negative,[],"كويك بلس, بلس, كويك, تطبيق, الشرايح, عدم, مثل, وقت, كثير, التجار",1
10857524491432423,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكركم على الدعم لنا كموزع معتمد ,نشكركم علي الدعم لنا كموزع معتمد,positive,[],"شكرا علي, المميزه, شكرا, الخدمه, حسن, لكم, علي, الراقي, وشكرا, شكرا لكم",0
20711600780290678,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكركم على الخدمه المميزه ,نشكركم علي الخدمه المميزه,positive,[],"شكرا علي, المميزه, شكرا, الخدمه, حسن, لكم, علي, الراقي, وشكرا, شكرا لكم",0
49716329236930565,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكرا ,نشكرا,positive,[],متنوع,-1
1906979342530946,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر لكم حسن التعاون ,نشكر لكم حسن التعاون,positive,[],"شكرا علي, المميزه, شكرا, الخدمه, حسن, لكم, علي, الراقي, وشكرا, شكرا لكم",0
53700732687154511,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر عبدالرحمن علا حسن تعمل,نشكر عبدالرحمن علا حسن تعمل,positive,[],"شكرا علي, المميزه, شكرا, الخدمه, حسن, لكم, علي, الراقي, وشكرا, شكرا لكم",0
36226118592587130,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر تركي عبدالله على المتابعة المستمره,نشكر تركي عبدالله علي المتابعه المستمره,positive,[],"والمتابعه المستمره, المستمره, المستمره نشكر, والمتابعه, الاستجابه والمتابعه, تركي علي, اشكركم علي, والتواصل, الاستجابه, نشكر",33
48833449281999755,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر الموظف على التعاون وسرعة الخدمة ,نشكر الموظف علي التعاون وسرعه الخدمه,positive,[],متنوع,-1
19768644333459386,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر الموضف تركي عبدالله على سرعة استجابته وحسن تعامله وتجاوبه معنا في اي وق ,نشكر الموضف تركي عبدالله علي سرعه استجابته وحسن تعامله وتجاوبه معنا في اي وق,positive,[],"تعامله, حسن تعامله, اشكر الموظف, اشكر, استجابته, الموظف رضا, علي حسن, الشمري علي, رضا الشمري, الموظف",9
56376204277848316,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر المندوب تركي على سرعة الاستجابة والمتابعه,نشكر المندوب تركي علي سرعه الاستجابه والمتابعه,positive,[],"علي سرعه, الاستجابه, سرعه الاستجابه, سرعه, تركي علي, نشكر, والمتابعه شكرا, الاستجابه والمتابعه, الاستجابه شكرا, والمتابعه",4
36747317882808552,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر المندوب تركي عبدالله على المتابعة حتى في الويكند,نشكر المندوب تركي عبدالله علي المتابعه حتي في الويكند,positive,[],"علي سرعه, الاستجابه, سرعه الاستجابه, سرعه, تركي علي, نشكر, والمتابعه شكرا, الاستجابه والمتابعه, الاستجابه شكرا, والمتابعه",4
19769651777035665,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر المندوب تركي عبدالله على المتابعة المستمره ,نشكر المندوب تركي عبدالله علي المتابعه المستمره,positive,[],متنوع,-1
21628194559035540,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر المندوب الغامدي ,نشكر المندوب الغامدي,positive,[],"اشكرك, نشكر المندوب, الغامدي, المندوب, نشكر, شكرا, , , , ",69
47908487878856694,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر المشرف تركي على سىدرعة,نشكر المشرف تركي علي سيدرعه,positive,[],"علي سرعه, الاستجابه, سرعه الاستجابه, سرعه, تركي علي, نشكر, والمتابعه شكرا, الاستجابه والمتابعه, الاستجابه شكرا, والمتابعه",4
47908487878856694,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر المشرف تركي على سرعة الاستجابه,نشكر المشرف تركي علي سرعه الاستجابه,positive,[],"علي سرعه, الاستجابه, سرعه الاستجابه, سرعه, تركي علي, نشكر, والمتابعه شكرا, الاستجابه والمتابعه, الاستجابه شكرا, والمتابعه",4
17954178895438930,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر الاستاذ تركي على سرعة الاستجابة والمتابعة المستمرة,نشكر الاستاذ تركي علي سرعه الاستجابه والمتابعه المستمره,positive,[],"والمتابعه المستمره, المستمره, المستمره نشكر, والمتابعه, الاستجابه والمتابعه, تركي علي, اشكركم علي, والتواصل, الاستجابه, نشكر",33
51799587326449392,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر الاستاذ تركي على سرعة الاستجابة,نشكر الاستاذ تركي علي سرعه الاستجابه,positive,[],"علي سرعه, الاستجابه, سرعه الاستجابه, سرعه, تركي علي, نشكر, والمتابعه شكرا, الاستجابه والمتابعه, الاستجابه شكرا, والمتابعه",4
752799364917899,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر الاستاذ تركي ال حمزه على حسن التعامل والتوضيح والمتابعه,نشكر الاستاذ تركي ال حمزه علي حسن التعامل والتوضيح والمتابعه,positive,[],"حسن التعامل, للاستاذ, للاستاذ تركي, حمزه, تركي حمزه, والاهتمام, الف شكر, والمتابعه, علي المتابعه, المتابعه",18
20269244689786271,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر الاخ مبارك بن ناصر ونتمنا له التوفيق والنجاح ونشكر إدارة stc ,نشكر الاخ مبارك بن ناصر ونتمنا له التوفيق والنجاح ونشكر اداره,positive,[],متنوع,-1
52484409103008292,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر الاخ تركي على سرعة الاسجتابه في الجعبة,نشكر الاخ تركي علي سرعه الاسجتابه في الجعبه,positive,[],"علي سرعه, الاستجابه, سرعه الاستجابه, سرعه, تركي علي, نشكر, والمتابعه شكرا, الاستجابه والمتابعه, الاستجابه شكرا, والمتابعه",4
47471364512576462,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر الاخ تركي على سرعت الاستجابه,نشكر الاخ تركي علي سرعت الاستجابه,positive,[],"علي سرعه, الاستجابه, سرعه الاستجابه, سرعه, تركي علي, نشكر, والمتابعه شكرا, الاستجابه والمتابعه, الاستجابه شكرا, والمتابعه",4
54121670936998451,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر الاخ تركي على سرعة الاستجابه,نشكر الاخ تركي علي سرعه الاستجابه,positive,[],"علي سرعه, الاستجابه, سرعه الاستجابه, سرعه, تركي علي, نشكر, والمتابعه شكرا, الاستجابه والمتابعه, الاستجابه شكرا, والمتابعه",4
45667444556733941,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر الاخ تركي على حسن المعاملة وسرعة الاستحابة,نشكر الاخ تركي علي حسن المعامله وسرعه الاستحابه,positive,[],متنوع,-1
45567068165326724,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر الاخ تركي على حسن المعاملة,نشكر الاخ تركي علي حسن المعامله,positive,[],"المعامله, حسن المعامله, الاخ, الاخ تركي, نشكر الاخ, عل, شكرا الاخ, وليد, وحسن, حسن",46
35688385318882936,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر الاخ تركي على الزيارة والمتابعه المستمره ,نشكر الاخ تركي علي الزياره والمتابعه المستمره,positive,[],"والمتابعه المستمره, المستمره, المستمره نشكر, والمتابعه, الاستجابه والمتابعه, تركي علي, اشكركم علي, والتواصل, الاستجابه, نشكر",33
36730574798093468,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر الأخ تركي على تعاونه الجميل وسرعة الرد والابتسامة الدائمة وسرعة الإنجاز ,نشكر الاخ تركي علي تعاونه الجميل وسرعه الرد والابتسامه الدائمه وسرعه الانجاز,positive,[],متنوع,-1
58369404351993551,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر الأخ تركي على المتابعة الدايمة,نشكر الاخ تركي علي المتابعه الدايمه,positive,[],متنوع,-1
952474951489509,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نشكر الأخ تركي عبدالله علَى حسن التعامل,نشكر الاخ تركي عبدالله علَي حسن التعامل,positive,[],"المعامله, حسن المعامله, الاخ, الاخ تركي, نشكر الاخ, عل, شكرا الاخ, وليد, وحسن, حسن",46
39706001044163677,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نريد عمولة الشحنه الاولى للشرائح الفاضيه,نريد عموله الشحنه الاولي للشرائح الفاضيه,negative,[],متنوع,-1
58274903331899903,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نرغب زيادة الطلب الشريحة لنا بكميات كبيرة عندنا شغل وعملاء ,نرغب زياده الطلب الشريحه لنا بكميات كبيره عندنا شغل وعملاء,neutral,[],"عندنا, زياده, الطلب, بكميات, بكميات كبيره, اللي, فرع, عندنا مشكله, كبيره, مشكله",47
52267958750652348,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نرجو توفر الشرايح عند التاجر,نرجو توفر الشرايح عند التاجر,neutral,[],"توفر, الشرائح, توفر الشرايح, عدم توفر, تاخير, اضافه, كثرت, الشرايح, تسليم الشرائح, صرف",11
43126928647424223,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نحتاج رقم لدعم الفني,نحتاج رقم لدعم الفني,neutral,[],"رقم, الرجاء, توفير, التاجر, الرجاء توفير, معي, تواصل, التواصل, الشركه, نحتاج",6
1642995323710697,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نحتاج خدمة نقل الملكيه من زياره او جواز الئ اثامه,نحتاج خدمه نقل الملكيه زياره او جواز الئ اثامه,negative,[],"نقل, الرقم, ولم, الاتصال, ارجو, اطالب, نقل الملكيه, خدمه نقل, زياره, عرض",30
39792842449645952,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نبغا عمولة الشحنه الاولى للشرائح الفاضيه ,نبغا عموله الشحنه الاولي للشرائح الفاضيه,negative,[],متنوع,-1
40352113756928803,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نامل منكم تطوير تطبيق كويك بلس ومعالجة المشاكل التقنيه اللتي نعاني منها مثل عدم قراءة البصمة الا بعد عدة محاولات  ,نامل منكم تطوير تطبيق كويك بلس ومعالجه المشاكل التقنيه اللتي نعاني منها مثل عدم قراءه البصمه الا بعد عده محاولات,neutral,[],"كويك بلس, بلس, كويك, تطبيق, الشرايح, عدم, مثل, وقت, كثير, التجار",1
35869059899097142,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,نامل تحسين منافذ اشارة GPS ضعيفة بطئ البرنامج ,نامل تحسين منافذ اشاره ضعيفه بطئ البرنامج,negative,[],متنوع,-1
