ExternalID,SurveyNumber,QuestionID,Questions,QuestionType,Answer,Answer_normalized,sentiment,entities,topic_label,topic_id
19039455404477539,S25120024,299,ما مدى احتمالية أن توصي بشركة قنوات كمورد لزميل أو شريك تجاري؟,MULTIPLE_CHOICE,,,neutral,[],غير محدد,-1
32430502547732697,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,يوجد بعض التاخير من المندوب في تسليم الشرائح كما يوجد صعوبه في التواصل هذى الملاحظه بخصخصوص فرع الصفاء رقم التاجر  خر رقمين ٧٢,يوجد بعض التاخير المندوب في تسليم الشرائح كما يوجد صعوبه في التواصل هذي الملاحظه بخصخصوص فرع الصفاء رقم التاجر خر رقمين ٧٢,negative,"[{'text': 'التاخير', 'label': 'حدث', 'score': 0.5192490220069885, 'start': 9, 'end': 16}, {'text': 'المندوب', 'label': 'شخص', 'score': 0.7001733183860779, 'start': 17, 'end': 24}, {'text': 'الشرائح', 'label': 'منتج', 'score': 0.721682608127594, 'start': 34, 'end': 41}, {'text': 'التواصل', 'label': 'حدث', 'score': 0.3762628138065338, 'start': 60, 'end': 67}, {'text': 'فرع الصفاء', 'label': 'منظمة', 'score': 0.7145782113075256, 'start': 89, 'end': 99}, {'text': 'التاجر', 'label': 'شخص', 'score': 0.7095013856887817, 'start': 104, 'end': 110}]",متنوع,-1
50383743425360150,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,يوجد اتفاقية تركيب لوحة ولم استلم المبالغ,يوجد اتفاقيه تركيب لوحه ولم استلم المبالغ,neutral,"[{'text': 'اتفاقيه', 'label': 'حدث', 'score': 0.3922443389892578, 'start': 5, 'end': 12}, {'text': 'لوحه', 'label': 'منتج', 'score': 0.5640894174575806, 'start': 19, 'end': 23}, {'text': 'استلم', 'label': 'شخص', 'score': 0.34125950932502747, 'start': 28, 'end': 33}, {'text': 'المبالغ', 'label': 'حدث', 'score': 0.425905704498291, 'start': 34, 'end': 41}]","ولم, شرائح, نقل, الفرع, الرقم, اطلب, لي, اكثر, او, عرض",1
28440410924405915,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,يفضل اظافة خاصية esim نظرا لكثرة السؤال عليها وشكرا,يفضل اظافه خاصيه نظرا لكثره السؤال عليها وشكرا,neutral,"[{'text': 'يفضل', 'label': 'شخص', 'score': 0.35644227266311646, 'start': 0, 'end': 4}, {'text': 'خاصيه', 'label': 'منتج', 'score': 0.5853935480117798, 'start': 11, 'end': 16}, {'text': 'السؤال', 'label': 'شخص', 'score': 0.4509216845035553, 'start': 28, 'end': 34}]",متنوع,-1
53065367723418554,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,يعطيه العافيه الموظف سريع بالانجاز شكراااا,يعطيه العافيه الموظف سريع بالانجاز شكراااا,positive,"[{'text': 'الموظف', 'label': 'شخص', 'score': 0.881566047668457, 'start': 14, 'end': 20}, {'text': 'شكراااا', 'label': 'شخص', 'score': 0.31151238083839417, 'start': 35, 'end': 42}]",متنوع,-1
50333109973859891,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,يعطيكم العافيه على سرعة الاستجابه,يعطيكم العافيه علي سرعه الاستجابه,positive,"[{'text': 'يعطيكم العافيه', 'label': 'شخص', 'score': 0.4069773554801941, 'start': 0, 'end': 14}, {'text': 'سرعه الاستجابه', 'label': 'حدث', 'score': 0.48569852113723755, 'start': 19, 'end': 33}]","سرعه الاستجابه, علي سرعه, الاستجابه والمتابعه, تركي علي, الاستجابه, سرعه, والمتابعه, نشكر, تركي, والمتابعه المستمره",8
19755897620831819,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,يعطيك الف الف عافيه,يعطيك الف الف عافيه,positive,"[{'text': 'يعطيك', 'label': 'شخص', 'score': 0.30819642543792725, 'start': 0, 'end': 5}, {'text': 'عافيه', 'label': 'حدث', 'score': 0.4285546839237213, 'start': 14, 'end': 19}]","الف, الف الف, الف شكرا, يعطيك, يعطيك العافيه, العافيه, الله يعطيك, الف شكر, الله, اخ",3
48852333289812141,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,يعطيك العافيه الاخ تركي,يعطيك العافيه الاخ تركي,positive,"[{'text': 'الاخ تركي', 'label': 'شخص', 'score': 0.7201244235038757, 'start': 14, 'end': 23}]","يعطيك العافيه, يعطيك, العافيه, شكر للاستاذ, الاخ تركي, تركي الف, الاخ, للاستاذ تركي, ناصر, للاستاذ",45
49204346235323202,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,يعطيك العافيه,يعطيك العافيه,positive,"[{'text': 'يعطيك العافيه', 'label': 'شخص', 'score': 0.4466497600078583, 'start': 0, 'end': 13}]","الف, الف الف, الف شكرا, يعطيك, يعطيك العافيه, العافيه, الله يعطيك, الف شكر, الله, اخ",3
20356979723716562,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,يعطيك العافية يابو ناصر ,يعطيك العافيه يابو ناصر,positive,"[{'text': 'يابو ناصر', 'label': 'شخص', 'score': 0.7886539101600647, 'start': 14, 'end': 23}]","يعطيك العافيه, يعطيك, العافيه, شكر للاستاذ, الاخ تركي, تركي الف, الاخ, للاستاذ تركي, ناصر, للاستاذ",45
52927157933182483,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,يستاهل اعلى درجات التقييم الأستاذ تركي خير من يمثل شركة stc اسأل الله له التوفيق والسداد ,يستاهل اعلي درجات التقييم الاستاذ تركي خير يمثل شركه اسال الله له التوفيق والسداد,positive,"[{'text': 'الاستاذ تركي خير', 'label': 'شخص', 'score': 0.8646528124809265, 'start': 26, 'end': 42}, {'text': 'شركه', 'label': 'منظمة', 'score': 0.6557719111442566, 'start': 48, 'end': 52}, {'text': 'الله', 'label': 'منظمة', 'score': 0.3895121216773987, 'start': 58, 'end': 62}, {'text': 'التوفيق والسداد', 'label': 'حدث', 'score': 0.34193482995033264, 'start': 66, 'end': 81}]","الاستاذ, اشكره, التوفيق, جدا التعامل, يستاهل اعلي, يمثل, وانجاز, قصر, التقييم, اعلي",22
58628333493793570,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,ياليت انتمكم تشوفوم حل البصمة اةوجھ ان بع,ياليت انتمكم تشوفوم حل البصمه اهوجھ ان بع,negative,"[{'text': 'انتمكم', 'label': 'شخص', 'score': 0.5127846598625183, 'start': 6, 'end': 12}, {'text': 'حل البصمه', 'label': 'منتج', 'score': 0.5519770383834839, 'start': 20, 'end': 29}, {'text': 'اهوجھ', 'label': 'شخص', 'score': 0.529674232006073, 'start': 30, 'end': 35}, {'text': 'بع', 'label': 'شخص', 'score': 0.3306688964366913, 'start': 39, 'end': 41}]","للشرائح, عموله, اول, سعر, لكي, البصمه, فقط, البيع, صرف, للعميل",27
56714507466625945,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,ونعم الرجل ,ونعم الرجل,positive,"[{'text': 'الرجل', 'label': 'شخص', 'score': 0.7493193745613098, 'start': 5, 'end': 10}]","ونعم الرجل, الرجل, عبدالكريم, مثالي, ونعم, مندوب, , , , ",88
48008130506838072,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,ونعم استاذ تركي ,ونعم استاذ تركي,positive,"[{'text': 'ونعم', 'label': 'شخص', 'score': 0.34079352021217346, 'start': 0, 'end': 4}, {'text': 'استاذ تركي', 'label': 'شخص', 'score': 0.6896059513092041, 'start': 5, 'end': 15}]","استاذ, تركي شكرا, شكرا للاخ, عبدالرحمن شكرا, شكرا عبدالرحمن, منصور, عبدالرحمن, شكرا, شكرا منصور, منصور شكرا",7
13383838505541255,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,ولا نزال بتعب مستمر مع المندوب ناصر الشمري بسبب الشرايح والعذر عدم وجود شرايح في المستودعات ,ولا نزال بتعب مستمر مع المندوب ناصر الشمري بسبب الشرايح والعذر عدم وجود شرايح في المستودعات,negative,"[{'text': 'المندوب', 'label': 'شخص', 'score': 0.3701578676700592, 'start': 23, 'end': 30}, {'text': 'ناصر الشمري', 'label': 'شخص', 'score': 0.890411913394928, 'start': 31, 'end': 42}, {'text': 'الشرايح', 'label': 'حدث', 'score': 0.6228092908859253, 'start': 48, 'end': 55}, {'text': 'شرايح', 'label': 'منتج', 'score': 0.5408081412315369, 'start': 72, 'end': 77}, {'text': 'المستودعات', 'label': 'مكان', 'score': 0.7549536228179932, 'start': 81, 'end': 91}]","عدم وجود, قنوات وتوفير, مستمر, يستجيب, مستمره, المندوب ناصر, الدعم, الفني, وتوفير, ناصر الشمري",67
15564874867034255,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,وفق الله الجميع ,وفق الله الجميع,positive,"[{'text': 'الله', 'label': 'منظمة', 'score': 0.48000848293304443, 'start': 4, 'end': 8}, {'text': 'الجميع', 'label': 'شخص', 'score': 0.5527332425117493, 'start': 9, 'end': 15}]","الاستاذ ثابت, ثابت, شكرا الاستاذ, وفقك, وفقك الله, وفق, الاستاذ, الله, شكرا, ",70
13034942760983746,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,وضع ميزات لشركائكم حسب الاهميه والتفعيل ,وضع ميزات لشركائكم حسب الاهميه والتفعيل,neutral,"[{'text': 'ميزات', 'label': 'منتج', 'score': 0.5420383810997009, 'start': 4, 'end': 9}, {'text': 'الاهميه', 'label': 'حدث', 'score': 0.39513275027275085, 'start': 23, 'end': 30}]","عمل, حسب, تطوير, البرنامج, وضع, المشكله, , , , ",87
22478177669847479,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,ودنا بشورات ولبس STSوخصم للعميل في اول اشتراك لكي يشد العميل في Sts,ودنا بشورات ولبس وخصم للعميل في اول اشتراك لكي يشد العميل في,neutral,"[{'text': 'بشورات', 'label': 'منتج', 'score': 0.3883804380893707, 'start': 5, 'end': 11}, {'text': 'اول اشتراك', 'label': 'حدث', 'score': 0.6220066547393799, 'start': 32, 'end': 42}, {'text': 'العميل', 'label': 'شخص', 'score': 0.8869752883911133, 'start': 51, 'end': 57}]","للشرائح, عموله, اول, سعر, لكي, البصمه, فقط, البيع, صرف, للعميل",27
34580503313506430,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,والله خدمة طيبه,والله خدمه طيبه,positive,"[{'text': 'والله', 'label': 'شخص', 'score': 0.5822569727897644, 'start': 0, 'end': 5}, {'text': 'خدمه طيبه', 'label': 'شخص', 'score': 0.34581640362739563, 'start': 6, 'end': 15}]","خدمه, خدمه مميزه, مميزه, ممتازه, جدا ممتازه, خدمه جدا, سيئه, سريعه, خدمات, خدماتكم",5
15742371655550992,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,والله افضل مندوب مر علينا من يوم مافكيت المكتب ,والله افضل مندوب مر علينا يوم مافكيت المكتب,positive,"[{'text': 'والله', 'label': 'شخص', 'score': 0.5434308648109436, 'start': 0, 'end': 5}, {'text': 'مندوب', 'label': 'شخص', 'score': 0.7078686952590942, 'start': 11, 'end': 16}, {'text': 'يوم', 'label': 'وقت', 'score': 0.5133220553398132, 'start': 26, 'end': 29}, {'text': 'المكتب', 'label': 'مكان', 'score': 0.741502046585083, 'start': 37, 'end': 43}]","مندوب مر, مر, افضل مندوب, علي الاتصالات, مر علينا, يوم, عليه, والله, مندوب, افضل",66
2061902787314123,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,"نواجه نقصًا حادًا في تزويدنا بشرائح الاتصال، حيث لا يتناسب العدد المورّد مع حجم مبيعاتنا وتعدد فروعنا. هذا القصور يؤثر بشكل مباشر على عملياتنا التجارية ويعيق تلبية طلبات عملائنا. نطالب بزيادة الكميات المورّدة بشكل عاجل لضمان استمرارية العمل وعدم تعطل المبيعات.","نواجه نقصًا حادًا في تزويدنا بشرائح الاتصال، حيث لا يتناسب العدد المورّد مع حجم مبيعاتنا وتعدد فروعنا هذا القصور يؤثر بشكل مباشر علي عملياتنا التجاريه ويعيق تلبيه طلبات عملائنا نطالب بزياده الكميات المورّده بشكل عاجل لضمان استمراريه العمل وعدم تعطل المبيعات",negative,"[{'text': 'نقصًا حادًا', 'label': 'حدث', 'score': 0.30993765592575073, 'start': 6, 'end': 17}, {'text': 'الاتصال', 'label': 'منتج', 'score': 0.4140307903289795, 'start': 36, 'end': 43}, {'text': 'المورّد', 'label': 'منتج', 'score': 0.7516374588012695, 'start': 65, 'end': 72}, {'text': 'مبيعاتنا', 'label': 'حدث', 'score': 0.5343669056892395, 'start': 80, 'end': 88}, {'text': 'فروعنا', 'label': 'منظمة', 'score': 0.5739856362342834, 'start': 95, 'end': 101}, {'text': 'عملياتنا التجاريه', 'label': 'حدث', 'score': 0.5315526127815247, 'start': 133, 'end': 150}, {'text': 'عملائنا', 'label': 'شخص', 'score': 0.7381698489189148, 'start': 169, 'end': 176}, {'text': 'المورّده', 'label': 'منتج', 'score': 0.723212718963623, 'start': 198, 'end': 206}, {'text': 'استمراريه العمل', 'label': 'حدث', 'score': 0.37870287895202637, 'start': 223, 'end': 238}, {'text': 'المبيعات', 'label': 'حدث', 'score': 0.5130085349082947, 'start': 249, 'end': 257}]","وعدم, ولا, بشكل, تم, بسبب, قنوات, ان, شريحه, الان, التجار",2
46948458479015314,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,نواجه بعض الصعوبات الرجاء العمل على حلها في أسرع وقت ممكن ,نواجه بعض الصعوبات الرجاء العمل علي حلها في اسرع وقت ممكن,neutral,"[{'text': 'نواجه', 'label': 'شخص', 'score': 0.6437110900878906, 'start': 0, 'end': 5}, {'text': 'الصعوبات', 'label': 'حدث', 'score': 0.6004526019096375, 'start': 10, 'end': 18}, {'text': 'حلها', 'label': 'حدث', 'score': 0.36135756969451904, 'start': 36, 'end': 40}, {'text': 'اسرع وقت ممكن', 'label': 'وقت', 'score': 0.5445142984390259, 'start': 44, 'end': 57}]","اسرع, نواجه, اللتي, بعد, الا بعد, الا, عده, نامل منكم, تطوير, البصمه",86
36302515904204777,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,نمبر ون,نمبر ون,neutral,"[{'text': 'نمبر ون', 'label': 'شخص', 'score': 0.5620987415313721, 'start': 0, 'end': 7}]","خدمه, خدمه مميزه, مميزه, ممتازه, جدا ممتازه, خدمه جدا, سيئه, سريعه, خدمات, خدماتكم",5
14160814135564855,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,نفس المشكله في كل مره عدد الشرايح قليل جدا ,نفس المشكله في كل مره عدد الشرايح قليل جدا,negative,"[{'text': 'نفس المشكله', 'label': 'حدث', 'score': 0.36382967233657837, 'start': 0, 'end': 11}, {'text': 'كل مره', 'label': 'وقت', 'score': 0.4250280261039734, 'start': 15, 'end': 21}, {'text': 'عدد الشرايح', 'label': 'شخص', 'score': 0.4874909520149231, 'start': 22, 'end': 33}]",متنوع,-1
12395673358287744,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,نعيش مع شركة قنوات معاناة كبيره بسبب شح في المخزون من الشرائح مما جعل التجار يقدمون عليها باقي الشركات في التسويق للعملاء وهذا بلا شك يؤثر سلباً على اداء الشركة,نعيش مع شركه قنوات معاناه كبيره بسبب شح في المخزون الشرائح مما جعل التجار يقدمون عليها باقي الشركات في التسويق للعملاء وهذا بلا شك يؤثر سلباً علي اداء الشركه,negative,"[{'text': 'شركه قنوات', 'label': 'منظمة', 'score': 0.6528476476669312, 'start': 8, 'end': 18}, {'text': 'معاناه', 'label': 'حدث', 'score': 0.32196658849716187, 'start': 19, 'end': 25}, {'text': 'شح', 'label': 'حدث', 'score': 0.35695844888687134, 'start': 37, 'end': 39}, {'text': 'المخزون', 'label': 'منتج', 'score': 0.49092844128608704, 'start': 43, 'end': 50}, {'text': 'الشرائح', 'label': 'منتج', 'score': 0.6747592091560364, 'start': 51, 'end': 58}, {'text': 'التجار', 'label': 'شخص', 'score': 0.7553803324699402, 'start': 67, 'end': 73}, {'text': 'الشركات', 'label': 'منظمة', 'score': 0.5683321952819824, 'start': 92, 'end': 99}, {'text': 'التسويق', 'label': 'حدث', 'score': 0.6250281929969788, 'start': 103, 'end': 110}, {'text': 'الشركه', 'label': 'منظمة', 'score': 0.6393528580665588, 'start': 151, 'end': 157}]","وعدم, ولا, بشكل, تم, بسبب, قنوات, ان, شريحه, الان, التجار",2
27377878104667014,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,نعم يوجد لدي مشاكل,نعم يوجد لدي مشاكل,negative,"[{'text': 'لدي', 'label': 'شخص', 'score': 0.5198853611946106, 'start': 9, 'end': 12}, {'text': 'مشاكل', 'label': 'حدث', 'score': 0.39946040511131287, 'start': 13, 'end': 18}]","لدي مشاكل, يوجد لدي, ملاحظه, اي, لدي, مشاكل, لايوجد, يوجد, , ",68
10778654627001017,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,نعاني نحن التجار من عدم توفير المخزون الكافي من شرايح الخخام وكذلك عدم اصلاح الاخطاء الفنية في تطبيق كويك بلس,نعاني نحن التجار عدم توفير المخزون الكافي شرايح الخخام وكذلك عدم اصلاح الاخطاء الفنيه في تطبيق كويك بلس,negative,"[{'text': 'التجار', 'label': 'منظمة', 'score': 0.731121301651001, 'start': 10, 'end': 16}, {'text': 'عدم توفير المخزون الكافي', 'label': 'حدث', 'score': 0.33268848061561584, 'start': 17, 'end': 41}, {'text': 'شرايح الخخام', 'label': 'حدث', 'score': 0.4670993983745575, 'start': 42, 'end': 54}, {'text': 'الاخطاء الفنيه', 'label': 'حدث', 'score': 0.5969097018241882, 'start': 71, 'end': 85}, {'text': 'كويك بلس', 'label': 'منتج', 'score': 0.6949890851974487, 'start': 95, 'end': 103}]","تطبيق كويك, تطبيق, كويك بلس, بلس, كويك, نعاني, التجار, المخزون, عدم, شح",43
21204603676514220,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,نعاني نحن التجار من شح مخزون الشرائح الى دجة اننا نجلس بالايام بدون شرايح وكذلك كثرة الاعطال في تطبيق كويك بلس,نعاني نحن التجار شح مخزون الشرائح الي دجه اننا نجلس بالايام بدون شرايح وكذلك كثره الاعطال في تطبيق كويك بلس,negative,"[{'text': 'التجار', 'label': 'منظمة', 'score': 0.7174967527389526, 'start': 10, 'end': 16}, {'text': 'الشرائح', 'label': 'منتج', 'score': 0.6421564221382141, 'start': 26, 'end': 33}, {'text': 'دجه', 'label': 'مكان', 'score': 0.452880322933197, 'start': 38, 'end': 41}, {'text': 'بالايام', 'label': 'وقت', 'score': 0.3556196689605713, 'start': 52, 'end': 59}, {'text': 'شرايح', 'label': 'منتج', 'score': 0.5855823159217834, 'start': 65, 'end': 70}, {'text': 'الاعطال', 'label': 'حدث', 'score': 0.6011463403701782, 'start': 82, 'end': 89}, {'text': 'تطبيق كويك بلس', 'label': 'منتج', 'score': 0.6872833371162415, 'start': 93, 'end': 107}]","تطبيق كويك, تطبيق, كويك بلس, بلس, كويك, نعاني, التجار, المخزون, عدم, شح",43
16308803299267764,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,نعاني من عدم توفر الشرايح بشكميات كافيه واحياناً يتعطل العمل بسبب عدم وجودها,نعاني عدم توفر الشرايح بشكميات كافيه واحياناً يتعطل العمل بسبب عدم وجودها,negative,"[{'text': 'الشرايح', 'label': 'منتج', 'score': 0.7327971458435059, 'start': 15, 'end': 22}, {'text': 'كافيه', 'label': 'منتج', 'score': 0.3604925572872162, 'start': 31, 'end': 36}, {'text': 'العمل', 'label': 'حدث', 'score': 0.5587659478187561, 'start': 52, 'end': 57}, {'text': 'عدم وجودها', 'label': 'حدث', 'score': 0.3273491859436035, 'start': 63, 'end': 73}]",متنوع,-1
51610575677121440,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,نظام توزيع الشرايح سيء جدا اغلب الوقت منقطعه علينا بحجة المستودع فاضي ,نظام توزيع الشرايح سيء جدا اغلب الوقت منقطعه علينا بحجه المستودع فاضي,negative,"[{'text': 'نظام توزيع', 'label': 'منظمة', 'score': 0.3453228175640106, 'start': 0, 'end': 10}, {'text': 'الشرايح', 'label': 'منتج', 'score': 0.5913199782371521, 'start': 11, 'end': 18}, {'text': 'اغلب الوقت', 'label': 'وقت', 'score': 0.5372715592384338, 'start': 27, 'end': 37}, {'text': 'المستودع', 'label': 'مكان', 'score': 0.7047392129898071, 'start': 56, 'end': 64}]",متنوع,-1
59061218899209707,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,نطلب زيادة عدد الشرائح بكميات كبيرة ,نطلب زياده عدد الشرائح بكميات كبيره,neutral,"[{'text': 'نطلب', 'label': 'شخص', 'score': 0.550312340259552, 'start': 0, 'end': 4}, {'text': 'الشرائح', 'label': 'منتج', 'score': 0.6123992800712585, 'start': 15, 'end': 22}]","زياده, كبيره, اسعار, الطلب, وشكرا لكم, اللي, الشركات الاخري, بي, الشرائح, الباقات",24
30266249798947497,S25120024,300,"رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة",TEXT_INPUT,نضام التفعيل.  كثير المشاكل  كثره التوقف في النظام عند التفعيل,نضام التفعيل كثير المشاكل كثره التوقف في النظام عند التفعيل,negative,"[{'text': 'نضام التفعيل', 'label': 'منظمة', 'score': 0.4693259298801422, 'start': 0, 'end': 12}, {'text': 'المشاكل', 'label': 'حدث', 'score': 0.5147748589515686, 'start': 18, 'end': 25}, {'text': 'التوقف', 'label': 'حدث', 'score': 0.5922442674636841, 'start': 31, 'end': 37}, {'text': 'النظام', 'label': 'منظمة', 'score': 0.6225398182868958, 'start': 41, 'end': 47}, {'text': 'التفعيل', 'label': 'حدث', 'score': 0.6329141855239868, 'start': 52, 'end': 59}]",متنوع,-1
